location_name,date,deaths,lower,upper,model_date,model
Albania,2020-03-09,0,0,0,2020-04-26,lanl
Andorra,2020-03-09,0,0,0,2020-04-26,lanl
Austria,2020-03-09,0,0,0,2020-04-26,lanl
Belarus,2020-03-09,0,0,0,2020-04-26,lanl
Belgium,2020-03-09,0,0,0,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-09,0,0,0,2020-04-26,lanl
Canada,2020-03-09,0,0,0,2020-04-26,lanl
Croatia,2020-03-09,0,0,0,2020-04-26,lanl
Czechia,2020-03-09,0,0,0,2020-04-26,lanl
Denmark,2020-03-09,0,0,0,2020-04-26,lanl
Estonia,2020-03-09,0,0,0,2020-04-26,lanl
Finland,2020-03-09,0,0,0,2020-04-26,lanl
France,2020-03-09,0,0,0,2020-04-26,lanl
Germany,2020-03-09,0,0,0,2020-04-26,lanl
Greece,2020-03-09,0,0,0,2020-04-26,lanl
Hungary,2020-03-09,0,0,0,2020-04-26,lanl
Ireland,2020-03-09,0,0,0,2020-04-26,lanl
Italy,2020-03-09,0,0,0,2020-04-26,lanl
Lithuania,2020-03-09,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-09,0,0,0,2020-04-26,lanl
Moldova,2020-03-09,0,0,0,2020-04-26,lanl
Netherlands,2020-03-09,0,0,0,2020-04-26,lanl
North Macedonia,2020-03-09,0,0,0,2020-04-26,lanl
Norway,2020-03-09,0,0,0,2020-04-26,lanl
Poland,2020-03-09,0,0,0,2020-04-26,lanl
Portugal,2020-03-09,0,0,0,2020-04-26,lanl
Romania,2020-03-09,0,0,0,2020-04-26,lanl
Russia,2020-03-09,0,0,0,2020-04-26,lanl
San Marino,2020-03-09,0,0,0,2020-04-26,lanl
Serbia,2020-03-09,0,0,0,2020-04-26,lanl
Slovenia,2020-03-09,0,0,0,2020-04-26,lanl
Spain,2020-03-09,0,0,0,2020-04-26,lanl
Sweden,2020-03-09,0,0,0,2020-04-26,lanl
Switzerland,2020-03-09,0,0,0,2020-04-26,lanl
Ukraine,2020-03-09,0,0,0,2020-04-26,lanl
United Kingdom,2020-03-09,0,0,0,2020-04-26,lanl
US,2020-03-09,0,0,0,2020-04-26,lanl
Albania,2020-03-10,0,0,0,2020-04-26,lanl
Andorra,2020-03-10,0,0,0,2020-04-26,lanl
Austria,2020-03-10,0,0,0,2020-04-26,lanl
Belarus,2020-03-10,0,0,0,2020-04-26,lanl
Belgium,2020-03-10,0,0,0,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-10,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-10,0,0,0,2020-04-26,lanl
Canada,2020-03-10,1,1,1,2020-04-26,lanl
Croatia,2020-03-10,0,0,0,2020-04-26,lanl
Czechia,2020-03-10,0,0,0,2020-04-26,lanl
Denmark,2020-03-10,0,0,0,2020-04-26,lanl
Estonia,2020-03-10,0,0,0,2020-04-26,lanl
Finland,2020-03-10,0,0,0,2020-04-26,lanl
France,2020-03-10,33,33,33,2020-04-26,lanl
Germany,2020-03-10,2,2,2,2020-04-26,lanl
Greece,2020-03-10,0,0,0,2020-04-26,lanl
Hungary,2020-03-10,0,0,0,2020-04-26,lanl
Ireland,2020-03-10,0,0,0,2020-04-26,lanl
Italy,2020-03-10,631,631,631,2020-04-26,lanl
Lithuania,2020-03-10,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-10,0,0,0,2020-04-26,lanl
Moldova,2020-03-10,0,0,0,2020-04-26,lanl
Netherlands,2020-03-10,4,4,4,2020-04-26,lanl
North Macedonia,2020-03-10,0,0,0,2020-04-26,lanl
Norway,2020-03-10,0,0,0,2020-04-26,lanl
Poland,2020-03-10,0,0,0,2020-04-26,lanl
Portugal,2020-03-10,0,0,0,2020-04-26,lanl
Romania,2020-03-10,0,0,0,2020-04-26,lanl
Russia,2020-03-10,0,0,0,2020-04-26,lanl
San Marino,2020-03-10,2,2,2,2020-04-26,lanl
Serbia,2020-03-10,0,0,0,2020-04-26,lanl
Slovenia,2020-03-10,0,0,0,2020-04-26,lanl
Spain,2020-03-10,35,35,35,2020-04-26,lanl
Sweden,2020-03-10,0,0,0,2020-04-26,lanl
Switzerland,2020-03-10,3,3,3,2020-04-26,lanl
Ukraine,2020-03-10,0,0,0,2020-04-26,lanl
United Kingdom,2020-03-10,6,6,6,2020-04-26,lanl
US,2020-03-10,28,28,28,2020-04-26,lanl
Albania,2020-03-11,1,1,1,2020-04-26,lanl
Andorra,2020-03-11,0,0,0,2020-04-26,lanl
Austria,2020-03-11,0,0,0,2020-04-26,lanl
Belarus,2020-03-11,0,0,0,2020-04-26,lanl
Belgium,2020-03-11,3,3,3,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-11,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-11,1,1,1,2020-04-26,lanl
Canada,2020-03-11,1,1,1,2020-04-26,lanl
Croatia,2020-03-11,0,0,0,2020-04-26,lanl
Czechia,2020-03-11,0,0,0,2020-04-26,lanl
Denmark,2020-03-11,0,0,0,2020-04-26,lanl
Estonia,2020-03-11,0,0,0,2020-04-26,lanl
Finland,2020-03-11,0,0,0,2020-04-26,lanl
France,2020-03-11,48,48,48,2020-04-26,lanl
Germany,2020-03-11,3,3,3,2020-04-26,lanl
Greece,2020-03-11,1,1,1,2020-04-26,lanl
Hungary,2020-03-11,0,0,0,2020-04-26,lanl
Ireland,2020-03-11,1,1,1,2020-04-26,lanl
Italy,2020-03-11,827,827,827,2020-04-26,lanl
Lithuania,2020-03-11,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-11,0,0,0,2020-04-26,lanl
Moldova,2020-03-11,0,0,0,2020-04-26,lanl
Netherlands,2020-03-11,5,5,5,2020-04-26,lanl
North Macedonia,2020-03-11,0,0,0,2020-04-26,lanl
Norway,2020-03-11,0,0,0,2020-04-26,lanl
Poland,2020-03-11,0,0,0,2020-04-26,lanl
Portugal,2020-03-11,0,0,0,2020-04-26,lanl
Romania,2020-03-11,0,0,0,2020-04-26,lanl
Russia,2020-03-11,0,0,0,2020-04-26,lanl
San Marino,2020-03-11,2,2,2,2020-04-26,lanl
Serbia,2020-03-11,0,0,0,2020-04-26,lanl
Slovenia,2020-03-11,0,0,0,2020-04-26,lanl
Spain,2020-03-11,54,54,54,2020-04-26,lanl
Sweden,2020-03-11,1,1,1,2020-04-26,lanl
Switzerland,2020-03-11,4,4,4,2020-04-26,lanl
Ukraine,2020-03-11,0,0,0,2020-04-26,lanl
United Kingdom,2020-03-11,8,8,8,2020-04-26,lanl
US,2020-03-11,36,36,36,2020-04-26,lanl
Albania,2020-03-12,1,1,1,2020-04-26,lanl
Andorra,2020-03-12,0,0,0,2020-04-26,lanl
Austria,2020-03-12,1,1,1,2020-04-26,lanl
Belarus,2020-03-12,0,0,0,2020-04-26,lanl
Belgium,2020-03-12,3,3,3,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-12,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-12,1,1,1,2020-04-26,lanl
Canada,2020-03-12,1,1,1,2020-04-26,lanl
Croatia,2020-03-12,0,0,0,2020-04-26,lanl
Czechia,2020-03-12,0,0,0,2020-04-26,lanl
Denmark,2020-03-12,0,0,0,2020-04-26,lanl
Estonia,2020-03-12,0,0,0,2020-04-26,lanl
Finland,2020-03-12,0,0,0,2020-04-26,lanl
France,2020-03-12,48,48,48,2020-04-26,lanl
Germany,2020-03-12,3,3,3,2020-04-26,lanl
Greece,2020-03-12,1,1,1,2020-04-26,lanl
Hungary,2020-03-12,0,0,0,2020-04-26,lanl
Ireland,2020-03-12,1,1,1,2020-04-26,lanl
Italy,2020-03-12,827,827,827,2020-04-26,lanl
Lithuania,2020-03-12,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-12,0,0,0,2020-04-26,lanl
Moldova,2020-03-12,0,0,0,2020-04-26,lanl
Netherlands,2020-03-12,5,5,5,2020-04-26,lanl
North Macedonia,2020-03-12,0,0,0,2020-04-26,lanl
Norway,2020-03-12,0,0,0,2020-04-26,lanl
Poland,2020-03-12,1,1,1,2020-04-26,lanl
Portugal,2020-03-12,0,0,0,2020-04-26,lanl
Romania,2020-03-12,0,0,0,2020-04-26,lanl
Russia,2020-03-12,0,0,0,2020-04-26,lanl
San Marino,2020-03-12,3,3,3,2020-04-26,lanl
Serbia,2020-03-12,0,0,0,2020-04-26,lanl
Slovenia,2020-03-12,0,0,0,2020-04-26,lanl
Spain,2020-03-12,55,55,55,2020-04-26,lanl
Sweden,2020-03-12,1,1,1,2020-04-26,lanl
Switzerland,2020-03-12,4,4,4,2020-04-26,lanl
Ukraine,2020-03-12,0,0,0,2020-04-26,lanl
United Kingdom,2020-03-12,8,8,8,2020-04-26,lanl
US,2020-03-12,40,40,40,2020-04-26,lanl
Albania,2020-03-13,1,1,1,2020-04-26,lanl
Andorra,2020-03-13,0,0,0,2020-04-26,lanl
Austria,2020-03-13,1,1,1,2020-04-26,lanl
Belarus,2020-03-13,0,0,0,2020-04-26,lanl
Belgium,2020-03-13,3,3,3,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-13,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-13,1,1,1,2020-04-26,lanl
Canada,2020-03-13,1,1,1,2020-04-26,lanl
Croatia,2020-03-13,0,0,0,2020-04-26,lanl
Czechia,2020-03-13,0,0,0,2020-04-26,lanl
Denmark,2020-03-13,0,0,0,2020-04-26,lanl
Estonia,2020-03-13,0,0,0,2020-04-26,lanl
Finland,2020-03-13,0,0,0,2020-04-26,lanl
France,2020-03-13,79,79,79,2020-04-26,lanl
Germany,2020-03-13,7,7,7,2020-04-26,lanl
Greece,2020-03-13,1,1,1,2020-04-26,lanl
Hungary,2020-03-13,0,0,0,2020-04-26,lanl
Ireland,2020-03-13,1,1,1,2020-04-26,lanl
Italy,2020-03-13,1266,1266,1266,2020-04-26,lanl
Lithuania,2020-03-13,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-13,0,0,0,2020-04-26,lanl
Moldova,2020-03-13,0,0,0,2020-04-26,lanl
Netherlands,2020-03-13,10,10,10,2020-04-26,lanl
North Macedonia,2020-03-13,0,0,0,2020-04-26,lanl
Norway,2020-03-13,0,0,0,2020-04-26,lanl
Poland,2020-03-13,2,2,2,2020-04-26,lanl
Portugal,2020-03-13,0,0,0,2020-04-26,lanl
Romania,2020-03-13,0,0,0,2020-04-26,lanl
Russia,2020-03-13,0,0,0,2020-04-26,lanl
San Marino,2020-03-13,5,5,5,2020-04-26,lanl
Serbia,2020-03-13,0,0,0,2020-04-26,lanl
Slovenia,2020-03-13,0,0,0,2020-04-26,lanl
Spain,2020-03-13,133,133,133,2020-04-26,lanl
Sweden,2020-03-13,1,1,1,2020-04-26,lanl
Switzerland,2020-03-13,11,11,11,2020-04-26,lanl
Ukraine,2020-03-13,1,1,1,2020-04-26,lanl
United Kingdom,2020-03-13,8,8,8,2020-04-26,lanl
US,2020-03-13,47,47,47,2020-04-26,lanl
Albania,2020-03-14,1,1,1,2020-04-26,lanl
Andorra,2020-03-14,0,0,0,2020-04-26,lanl
Austria,2020-03-14,1,1,1,2020-04-26,lanl
Belarus,2020-03-14,0,0,0,2020-04-26,lanl
Belgium,2020-03-14,4,4,4,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-14,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-14,2,2,2,2020-04-26,lanl
Canada,2020-03-14,1,1,1,2020-04-26,lanl
Croatia,2020-03-14,0,0,0,2020-04-26,lanl
Czechia,2020-03-14,0,0,0,2020-04-26,lanl
Denmark,2020-03-14,1,1,1,2020-04-26,lanl
Estonia,2020-03-14,0,0,0,2020-04-26,lanl
Finland,2020-03-14,0,0,0,2020-04-26,lanl
France,2020-03-14,91,91,91,2020-04-26,lanl
Germany,2020-03-14,9,9,9,2020-04-26,lanl
Greece,2020-03-14,3,3,3,2020-04-26,lanl
Hungary,2020-03-14,0,0,0,2020-04-26,lanl
Ireland,2020-03-14,2,2,2,2020-04-26,lanl
Italy,2020-03-14,1441,1441,1441,2020-04-26,lanl
Lithuania,2020-03-14,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-14,1,1,1,2020-04-26,lanl
Moldova,2020-03-14,0,0,0,2020-04-26,lanl
Netherlands,2020-03-14,12,12,12,2020-04-26,lanl
North Macedonia,2020-03-14,0,0,0,2020-04-26,lanl
Norway,2020-03-14,3,3,3,2020-04-26,lanl
Poland,2020-03-14,3,3,3,2020-04-26,lanl
Portugal,2020-03-14,0,0,0,2020-04-26,lanl
Romania,2020-03-14,0,0,0,2020-04-26,lanl
Russia,2020-03-14,0,0,0,2020-04-26,lanl
San Marino,2020-03-14,5,5,5,2020-04-26,lanl
Serbia,2020-03-14,0,0,0,2020-04-26,lanl
Slovenia,2020-03-14,1,1,1,2020-04-26,lanl
Spain,2020-03-14,195,195,195,2020-04-26,lanl
Sweden,2020-03-14,2,2,2,2020-04-26,lanl
Switzerland,2020-03-14,13,13,13,2020-04-26,lanl
Ukraine,2020-03-14,1,1,1,2020-04-26,lanl
United Kingdom,2020-03-14,21,21,21,2020-04-26,lanl
US,2020-03-14,54,54,54,2020-04-26,lanl
Albania,2020-03-15,1,1,1,2020-04-26,lanl
Andorra,2020-03-15,0,0,0,2020-04-26,lanl
Austria,2020-03-15,1,1,1,2020-04-26,lanl
Belarus,2020-03-15,0,0,0,2020-04-26,lanl
Belgium,2020-03-15,4,4,4,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-15,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-15,2,2,2,2020-04-26,lanl
Canada,2020-03-15,1,1,1,2020-04-26,lanl
Croatia,2020-03-15,0,0,0,2020-04-26,lanl
Czechia,2020-03-15,0,0,0,2020-04-26,lanl
Denmark,2020-03-15,2,2,2,2020-04-26,lanl
Estonia,2020-03-15,0,0,0,2020-04-26,lanl
Finland,2020-03-15,0,0,0,2020-04-26,lanl
France,2020-03-15,91,91,91,2020-04-26,lanl
Germany,2020-03-15,11,11,11,2020-04-26,lanl
Greece,2020-03-15,4,4,4,2020-04-26,lanl
Hungary,2020-03-15,1,1,1,2020-04-26,lanl
Ireland,2020-03-15,2,2,2,2020-04-26,lanl
Italy,2020-03-15,1809,1809,1809,2020-04-26,lanl
Lithuania,2020-03-15,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-15,1,1,1,2020-04-26,lanl
Moldova,2020-03-15,0,0,0,2020-04-26,lanl
Netherlands,2020-03-15,20,20,20,2020-04-26,lanl
North Macedonia,2020-03-15,0,0,0,2020-04-26,lanl
Norway,2020-03-15,3,3,3,2020-04-26,lanl
Poland,2020-03-15,3,3,3,2020-04-26,lanl
Portugal,2020-03-15,0,0,0,2020-04-26,lanl
Romania,2020-03-15,0,0,0,2020-04-26,lanl
Russia,2020-03-15,0,0,0,2020-04-26,lanl
San Marino,2020-03-15,5,5,5,2020-04-26,lanl
Serbia,2020-03-15,0,0,0,2020-04-26,lanl
Slovenia,2020-03-15,1,1,1,2020-04-26,lanl
Spain,2020-03-15,289,289,289,2020-04-26,lanl
Sweden,2020-03-15,3,3,3,2020-04-26,lanl
Switzerland,2020-03-15,14,14,14,2020-04-26,lanl
Ukraine,2020-03-15,1,1,1,2020-04-26,lanl
United Kingdom,2020-03-15,21,21,21,2020-04-26,lanl
US,2020-03-15,63,63,63,2020-04-26,lanl
Albania,2020-03-16,1,1,1,2020-04-26,lanl
Andorra,2020-03-16,0,0,0,2020-04-26,lanl
Austria,2020-03-16,3,3,3,2020-04-26,lanl
Belarus,2020-03-16,0,0,0,2020-04-26,lanl
Belgium,2020-03-16,5,5,5,2020-04-26,lanl
Bosnia and Herzegovina,2020-03-16,0,0,0,2020-04-26,lanl
Bulgaria,2020-03-16,2,2,2,2020-04-26,lanl
Canada,2020-03-16,4,4,4,2020-04-26,lanl
Croatia,2020-03-16,0,0,0,2020-04-26,lanl
Czechia,2020-03-16,0,0,0,2020-04-26,lanl
Denmark,2020-03-16,3,3,3,2020-04-26,lanl
Estonia,2020-03-16,0,0,0,2020-04-26,lanl
Finland,2020-03-16,0,0,0,2020-04-26,lanl
France,2020-03-16,149,149,149,2020-04-26,lanl
Germany,2020-03-16,17,17,17,2020-04-26,lanl
Greece,2020-03-16,4,4,4,2020-04-26,lanl
Hungary,2020-03-16,1,1,1,2020-04-26,lanl
Ireland,2020-03-16,2,2,2,2020-04-26,lanl
Italy,2020-03-16,2158,2158,2158,2020-04-26,lanl
Lithuania,2020-03-16,0,0,0,2020-04-26,lanl
Luxembourg,2020-03-16,1,1,1,2020-04-26,lanl
Moldova,2020-03-16,0,0,0,2020-04-26,lanl
Netherlands,2020-03-16,24,24,24,2020-04-26,lanl
North Macedonia,2020-03-16,0,0,0,2020-04-26,lanl
Norway,2020-03-16,3,3,3,2020-04-26,lanl
Poland,2020-03-16,4,4,4,2020-04-26,lanl
Portugal,2020-03-16,0,0,0,2020-04-26,lanl
Romania,2020-03-16,0,0,0,2020-04-26,lanl
Russia,2020-03-16,0,0,0,2020-04-26,lanl
