location_name,date,deaths,lower,upper,model_date,model
Afghanistan,2020-03-09,0,0,0,2020-08-02,lanl
Albania,2020-03-09,0,0,0,2020-08-02,lanl
Algeria,2020-03-09,0,0,0,2020-08-02,lanl
Andorra,2020-03-09,0,0,0,2020-08-02,lanl
Angola,2020-03-09,0,0,0,2020-08-02,lanl
Argentina,2020-03-09,1,1,1,2020-08-02,lanl
Armenia,2020-03-09,0,0,0,2020-08-02,lanl
Australia,2020-03-09,3,3,3,2020-08-02,lanl
Austria,2020-03-09,0,0,0,2020-08-02,lanl
Azerbaijan,2020-03-09,0,0,0,2020-08-02,lanl
Bahrain,2020-03-09,0,0,0,2020-08-02,lanl
Bangladesh,2020-03-09,0,0,0,2020-08-02,lanl
Belarus,2020-03-09,0,0,0,2020-08-02,lanl
Belgium,2020-03-09,0,0,0,2020-08-02,lanl
Benin,2020-03-09,0,0,0,2020-08-02,lanl
Bolivia,2020-03-09,0,0,0,2020-08-02,lanl
Bosnia and Herzegovina,2020-03-09,0,0,0,2020-08-02,lanl
Brazil,2020-03-09,0,0,0,2020-08-02,lanl
Bulgaria,2020-03-09,0,0,0,2020-08-02,lanl
Burkina Faso,2020-03-09,0,0,0,2020-08-02,lanl
Cabo Verde,2020-03-09,0,0,0,2020-08-02,lanl
Cameroon,2020-03-09,0,0,0,2020-08-02,lanl
Canada,2020-03-09,1,1,1,2020-08-02,lanl
Central African Republic,2020-03-09,0,0,0,2020-08-02,lanl
Chad,2020-03-09,0,0,0,2020-08-02,lanl
Chile,2020-03-09,0,0,0,2020-08-02,lanl
China,2020-03-09,3123,3123,3123,2020-08-02,lanl
Colombia,2020-03-09,0,0,0,2020-08-02,lanl
Republic of Congo,2020-03-09,0,0,0,2020-08-02,lanl
Costa Rica,2020-03-09,0,0,0,2020-08-02,lanl
Cote d'Ivoire,2020-03-09,0,0,0,2020-08-02,lanl
Croatia,2020-03-09,0,0,0,2020-08-02,lanl
Cuba,2020-03-09,0,0,0,2020-08-02,lanl
Czechia,2020-03-09,0,0,0,2020-08-02,lanl
Democratic Republic of the Congo,2020-03-09,0,0,0,2020-08-02,lanl
Denmark,2020-03-09,0,0,0,2020-08-02,lanl
Djibouti,2020-03-09,0,0,0,2020-08-02,lanl
Dominican Republic,2020-03-09,0,0,0,2020-08-02,lanl
Ecuador,2020-03-09,0,0,0,2020-08-02,lanl
Egypt,2020-03-09,1,1,1,2020-08-02,lanl
El Salvador,2020-03-09,0,0,0,2020-08-02,lanl
Equatorial Guinea,2020-03-09,0,0,0,2020-08-02,lanl
Estonia,2020-03-09,0,0,0,2020-08-02,lanl
Eswatini,2020-03-09,0,0,0,2020-08-02,lanl
Ethiopia,2020-03-09,0,0,0,2020-08-02,lanl
Finland,2020-03-09,0,0,0,2020-08-02,lanl
France,2020-03-09,19,19,19,2020-08-02,lanl
Gabon,2020-03-09,0,0,0,2020-08-02,lanl
Germany,2020-03-09,2,2,2,2020-08-02,lanl
Ghana,2020-03-09,0,0,0,2020-08-02,lanl
Greece,2020-03-09,0,0,0,2020-08-02,lanl
Guatemala,2020-03-09,0,0,0,2020-08-02,lanl
Guinea,2020-03-09,0,0,0,2020-08-02,lanl
Guinea-Bissau,2020-03-09,0,0,0,2020-08-02,lanl
Guyana,2020-03-09,0,0,0,2020-08-02,lanl
Haiti,2020-03-09,0,0,0,2020-08-02,lanl
Honduras,2020-03-09,0,0,0,2020-08-02,lanl
Hungary,2020-03-09,0,0,0,2020-08-02,lanl
India,2020-03-09,0,0,0,2020-08-02,lanl
Indonesia,2020-03-09,0,0,0,2020-08-02,lanl
Iran,2020-03-09,237,237,237,2020-08-02,lanl
Iraq,2020-03-09,6,6,6,2020-08-02,lanl
Ireland,2020-03-09,0,0,0,2020-08-02,lanl
Israel,2020-03-09,0,0,0,2020-08-02,lanl
Italy,2020-03-09,463,463,463,2020-08-02,lanl
Japan,2020-03-09,10,10,10,2020-08-02,lanl
Kazakhstan,2020-03-09,0,0,0,2020-08-02,lanl
Kenya,2020-03-09,0,0,0,2020-08-02,lanl
Kosovo,2020-03-09,0,0,0,2020-08-02,lanl
Kuwait,2020-03-09,0,0,0,2020-08-02,lanl
Kyrgyzstan,2020-03-09,0,0,0,2020-08-02,lanl
Latvia,2020-03-09,0,0,0,2020-08-02,lanl
Lebanon,2020-03-09,0,0,0,2020-08-02,lanl
Liberia,2020-03-09,0,0,0,2020-08-02,lanl
Libya,2020-03-09,0,0,0,2020-08-02,lanl
Lithuania,2020-03-09,0,0,0,2020-08-02,lanl
Luxembourg,2020-03-09,0,0,0,2020-08-02,lanl
Madagascar,2020-03-09,0,0,0,2020-08-02,lanl
Malawi,2020-03-09,0,0,0,2020-08-02,lanl
Malaysia,2020-03-09,0,0,0,2020-08-02,lanl
Mali,2020-03-09,0,0,0,2020-08-02,lanl
Mauritania,2020-03-09,0,0,0,2020-08-02,lanl
Mexico,2020-03-09,0,0,0,2020-08-02,lanl
Moldova,2020-03-09,0,0,0,2020-08-02,lanl
Montenegro,2020-03-09,0,0,0,2020-08-02,lanl
Morocco,2020-03-09,0,0,0,2020-08-02,lanl
Nepal,2020-03-09,0,0,0,2020-08-02,lanl
Netherlands,2020-03-09,3,3,3,2020-08-02,lanl
New Zealand,2020-03-09,0,0,0,2020-08-02,lanl
Nicaragua,2020-03-09,0,0,0,2020-08-02,lanl
Niger,2020-03-09,0,0,0,2020-08-02,lanl
