0,2020/5/9,0,1320155,1339022,1358293,1381241,1401649,1428467,1453214,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364
0,2020/5/10,0,1339022,1358293,1381241,1401649,1428467,1453214,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431
0,2020/5/11,0,1358293,1381241,1401649,1428467,1453214,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104
0,2020/5/12,0,1381241,1401649,1428467,1453214,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754
0,2020/5/13,0,1401649,1428467,1453214,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303
0,2020/5/14,0,1428467,1453214,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625
0,2020/5/15,0,1453214,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098
0,2020/5/16,0,1477373,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731
0,2020/5/17,0,1495736,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718
0,2020/5/18,0,1518126,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154
0,2020/5/19,0,1539133,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656
0,2020/5/20,0,1561830,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511
0,2020/5/21,0,1587596,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150
0,2020/5/22,0,1611253,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550
0,2020/5/23,0,1632364,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710
0,2020/5/24,0,1652431,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626
0,2020/5/25,0,1671104,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263
0,2020/5/26,0,1690754,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647
0,2020/5/27,0,1709303,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757
0,2020/5/28,0,1731625,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890
0,2020/5/29,0,1756098,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756
0,2020/5/30,0,1779731,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964
0,2020/5/31,0,1798718,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912
0,2020/6/1,0,1816154,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731
0,2020/6/2,0,1837656,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401
0,2020/6/3,0,1857511,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465
0,2020/6/4,0,1879150,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991
0,2020/6/5,0,1904550,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553
0,2020/6/6,0,1925710,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823
0,2020/6/7,0,1943626,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971
0,2020/6/8,0,1961263,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123
0,2020/6/9,0,1979647,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198
0,2020/6/10,0,2000757,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074
0,2020/6/11,0,2023890,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391
0,2020/6/12,0,2048756,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385
0,2020/6/13,0,2073964,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731
0,2020/6/14,0,2092912,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461
0,2020/6/15,0,2112731,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744
0,2020/6/16,0,2136401,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174
0,2020/6/17,0,2163465,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993
0,2020/6/18,0,2191991,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622
0,2020/6/19,0,2223553,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983
0,2020/6/20,0,2255823,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664
0,2020/6/21,0,2280971,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432
0,2020/6/22,0,2313123,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517
0,2020/6/23,0,2350198,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171
0,2020/6/24,0,2386074,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290
0,2020/6/25,0,2426391,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786
0,2020/6/26,0,2472385,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841
0,2020/6/27,0,2513731,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874
0,2020/6/28,0,2554461,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312
0,2020/6/29,0,2595744,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208
0,2020/6/30,0,2642174,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244
0,2020/7/1,0,2693993,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364
0,2020/7/2,0,2750622,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184
0,2020/7/3,0,2801983,2847664,2898432,2941517,3002171,3062290,3124786,3192841,3252874,3311312,3370208,3438244,3506364,3582184,3654445
